codigo,placa,linha,latitude,longitude,dataHora,velocidade,id_migracao_trajeto,sentido,trajeto,hodometro,direcao
901006,RJA9F56,22,-23.000724,-43.366418,2023-07-26 04:02:13,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],19377.1,
901004,RJQ8J80,53,-23.000675,-43.365456,2023-07-26 04:02:13,0.0,,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],21425.9,
30504,,25,-23.002296,-43.42174,2023-07-26 04:02:12,55.9,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],53618.6,70.0
47031,KYW5240,20,-22.992461,-43.598487,2023-07-26 04:02:17,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],50882.4,
30538,KXE7719,20,-22.921937,-43.679778,2023-07-26 04:02:21,13.3,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],55844.0,158.0
50309,KPN6B05,12,-22.992386,-43.59871,2023-07-26 04:02:09,34.4,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],20066.8,133.0
30532,KYL8599,12,-22.916373,-43.607577,2023-07-26 04:02:19,0.0,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],41734.7,265.0
13403,LTF5447,10,-22.916425,-43.607046,2023-07-26 04:02:11,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],53234.6,
47030,LSQ5263,20,-22.918563,-43.682752,2023-07-26 04:02:09,3.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],53763.2,321.0
30519,LRE9804,11,-22.920074,-43.608092,2023-07-26 04:02:20,0.0,,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],51494.8,
90005,KWK6A89,10,-23.000714,-43.366069,2023-07-26 04:02:14,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],49795.4,87.0
30518,KYL8597,25,-22.999936,-43.581384,2023-07-26 04:02:13,59.5,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],37086.8,104.0
902090,,35,-23.001359,-43.366022,2023-07-26 04:02:09,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],15054.8,
86885,LTB5540,14,-22.919014,-43.607023,2023-07-26 04:02:20,0.0,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],514714.4,
12738,KRR2404,10,-23.00092,-43.367218,2023-07-26 04:02:23,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],37367.3,
47006,KWZ8630,20,-22.919648,-43.607469,2023-07-26 03:24:42,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],50857.6,
47007,LSP6018,18,-22.920594,-43.607709,2023-07-26 04:02:21,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],42179.7,
13413,KWI9711,12,-22.916693,-43.60699,2023-07-26 04:02:10,0.0,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],43494.2,359.0
90001,KPZ5E15,13,-22.916009,-43.61011,2023-07-26 04:02:05,30.5,,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],44115.3,266.0
901057,,22,-22.861938,-43.400219,2023-07-26 04:02:14,7.7,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],51031.3,233.0
86874,KQB4102,20,-22.920027,-43.60836,2023-07-26 04:02:13,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],512857.8,
86879,LTN5696,18,-22.919635,-43.607651,2023-07-26 04:02:07,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],1794.6,
30537,KXE7720,12,-22.920733,-43.607925,2023-07-26 04:02:21,0.0,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],51504.4,
50301,KPP5B70,18,-23.000856,-43.367642,2023-07-26 04:02:24,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],3941.1,
44713,KPZ3559,20,-22.919956,-43.607517,2023-07-26 04:02:14,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],29573.0,
13401,KQO7822,20,-22.94114,-43.663596,2023-07-26 04:02:14,47.4,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],53620.7,116.0
47026,KYA7928,10,-22.92058,-43.608055,2023-07-26 04:02:11,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],32900.199,83.0
86889,KRQ6878,10,-23.000893,-43.367123,2023-07-26 04:02:17,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],514962.4,
12724,LMJ1118,20,-22.952238,-43.649643,2023-07-26 04:02:18,53.2,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],9624.6,154.0
27209,LSL9B07,18,-22.920393,-43.607031,2023-07-26 04:01:51,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],10056.3,
27176,LRK9563,18,-22.919209,-43.607867,2023-07-26 04:02:10,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],13481.9,
30511,KPV2250,13,-23.002161,-43.572137,2023-07-26 04:02:05,58.9,,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],49412.1,104.0
13427,KXE7711,0,-22.921948,-43.679789,2023-07-26 04:02:15,13.9,,,,51845.8,161.0
12725,LMJ1327,25,-23.000738,-43.367731,2023-07-26 04:02:10,0.0,,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],39235.4,
47022,KRM7701,10,-22.999309,-43.584021,2023-07-26 04:02:24,59.1,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],12908.3,105.0
12736,LMJ4504,20,-22.919859,-43.608283,2023-07-26 04:02:18,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],15483.9,18.0
13422,LSI5978,20,-22.919243,-43.682149,2023-07-26 04:02:11,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],40371.8,
13402,LTL5480,12,-22.920237,-43.607757,2023-07-26 04:02:17,0.0,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],43258.9,
47017,LRS2841,20,-22.919878,-43.607004,2023-07-26 04:02:12,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],47884.7,
86859,KWJ9250,20,-22.919595,-43.607445,2023-07-26 04:02:19,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],18669.2,
30509,KYM4574,11,-22.992846,-43.59808,2023-07-26 04:02:15,0.0,,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],53018.1,
12720,KXD9430,20,-22.918,-43.683081,2023-07-26 04:02:18,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],21733.3,
12712,LSN8501,19,-22.920244,-43.608072,2023-07-26 04:02:12,0.0,,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],31093.7,
13407,KPY9732,20,-22.933636,-43.662777,2023-07-26 04:02:24,39.2,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],45411.8,259.0
30521,LRC6594,25,-22.920281,-43.60821,2023-07-26 04:02:14,0.0,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],34814.5,167.0
12739,LMJ4F12,20,-22.918857,-43.607229,2023-07-26 04:02:22,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],23710.0,
30542,KXE7717,12,-23.000852,-43.367612,2023-07-26 03:01:58,0.0,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],52940.3,
47010,KPZ8363,13,-22.944154,-43.660696,2023-07-26 04:02:14,36.9,,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],42561.1,138.0
86884,LSP9604,20,-23.000699,-43.367341,2023-07-26 04:02:17,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],15290.3,
12734,LSP8673,11,-22.920181,-43.607862,2023-07-26 04:02:08,0.0,,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],16894.9,
90006,LRH6D12,10,-23.000963,-43.367253,2023-07-26 04:02:13,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],29671.3,
30531,LRC6592,19,-22.966257,-43.644918,2023-07-26 03:11:43,0.0,,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],40556.8,102.0
30524,LRC6601,10,-22.918916,-43.607554,2023-07-26 04:02:00,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],29203.5,90.0
12731,,18,-22.919269,-43.607658,2023-07-26 04:02:14,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],39930.0,
86870,LSC9364,0,-22.919654,-43.608503,2023-07-26 03:01:47,0.0,,,,3175.4,
13415,KQK7905,18,-22.99307,-43.597888,2023-07-26 04:02:13,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],45109.4,129.0
901002,,22,-23.000748,-43.365925,2023-07-26 04:02:23,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],17393.7,
B13,KYM5979,14,-22.921129,-43.644961,2023-07-26 04:02:24,45.3,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1122.7,243.0
B16,LSI3468,14,-22.961319,-43.64845,2023-07-26 03:02:15,0.0,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1124.0,
B35,LTI1196,14,-22.961237,-43.648253,2023-07-26 03:02:23,0.0,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1073.3,
B18,KRK9729,14,-22.961429,-43.648466,2023-07-26 03:02:25,0.0,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1124.5,
B20,LMH6141,14,-22.961221,-43.648184,2023-07-26 04:02:23,0.0,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1131.8,
B14,KRK9519,14,-22.919867,-43.642255,2023-07-26 04:02:18,59.8,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1132.1,63.0
B24,LSO7028,14,-22.961386,-43.64822,2023-07-26 03:02:31,0.0,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1173.2,
B25,,14,-22.961234,-43.647981,2023-07-26 03:01:58,0.0,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1092.8,
B28,KQP5E29,14,-22.961349,-43.648282,2023-07-26 03:02:04,0.0,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1134.8,
B048,,14,-22.96127,-43.648407,2023-07-26 04:02:09,0.0,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1161.1,
B49,,14,-22.961332,-43.648119,2023-07-26 03:00:26,0.0,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1127.8,
B50,,14,-22.961396,-43.648458,2023-07-26 03:02:16,0.0,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1020.5,
B52,,14,-22.961486,-43.648522,2023-07-26 03:02:23,0.0,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1067.6,
B55,,14,-22.961216,-43.648148,2023-07-26 04:02:18,0.0,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1115.5,
B51,,14,-22.916551,-43.631549,2023-07-26 04:02:20,0.0,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1193.6,258.0
901077,,52,-22.964492,-43.391689,2023-07-26 03:02:24,0.0,,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],26505.0,
902119,,35,-22.96697,-43.390492,2023-07-26 04:02:09,41.6,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],7670.2,191.0
901058,,51,-22.861229,-43.398972,2023-07-26 04:02:24,0.0,,ida,51 - SENTIDO RECREIO (PARADOR) [IDA],44164.9,
903027,,50,-22.876342,-43.329595,2023-07-26 04:02:07,0.0,,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],49595.8,
901066,,22,-22.861528,-43.399297,2023-07-26 04:02:20,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],49980.3,
903026,,38,-22.919692,-43.367361,2023-07-26 04:02:23,13.7,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],48936.3,240.0
902116,,35,-22.876703,-43.329257,2023-07-26 04:02:25,8.6,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],11155.7,131.0
902115,,35,-22.877767,-43.340738,2023-07-26 04:02:15,37.6,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],14841.5,214.0
901061,,51,-22.868485,-43.41361,2023-07-26 04:02:24,26.7,,ida,51 - SENTIDO RECREIO (PARADOR) [IDA],43272.6,194.0
901048,,40,-22.972397,-43.400014,2023-07-26 04:02:23,49.4,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],26310.7,337.0
903032,,42,-22.829257,-43.235444,2023-07-26 04:02:18,59.2,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],42680.6,31.0
903002,,42,-22.839591,-43.239562,2023-07-26 04:02:16,0.0,,ida,,6946.2,
901080,,52,-22.964934,-43.391603,2023-07-26 04:02:11,0.0,,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],31260.2,
902110,,35,-22.876478,-43.329992,2023-07-26 04:02:16,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],8807.3,
902114,,35,-22.973355,-43.370595,2023-07-26 04:02:06,59.4,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],8954.3,91.0
903054,,17,-22.919159,-43.607799,2023-07-26 03:15:21,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],17655.7,
903021,,38,-22.876816,-43.329749,2023-07-26 04:02:24,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],34604.4,
903058,,17,-22.916423,-43.607026,2023-07-26 04:02:13,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],9151.3,355.0
901072,,51,-22.973029,-43.390255,2023-07-26 04:02:12,46.3,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],38596.7,271.0
902045,,35,-22.87658,-43.329708,2023-07-26 03:01:41,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],6821.5,
903007,,50,-22.971293,-43.401246,2023-07-26 04:01:49,27.8,,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],41337.0,219.0
903004,,38,-22.872539,-43.336268,2023-07-26 04:02:10,35.6,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],39168.5,339.0
903022,,50,-22.970335,-43.400093,2023-07-26 04:02:02,33.7,,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],37711.7,40.0
901059,,51,-22.861167,-43.398651,2023-07-26 03:58:44,0.0,,ida,51 - SENTIDO RECREIO (PARADOR) [IDA],48332.9,243.0
901023,,51,-22.965596,-43.391571,2023-07-26 04:02:22,2.0,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],33695.8,357.0
901027,,41,-22.990865,-43.419484,2023-07-26 04:02:24,54.4,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],25962.7,231.0
903009,,38,-22.845423,-43.26791,2023-07-26 04:02:07,36.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],47172.8,137.0
903012,,38,-22.85625,-43.258983,2023-07-26 04:02:13,72.2,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],47929.4,150.0
903015,,42,-22.876929,-43.329994,2023-07-26 04:02:16,0.0,,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],47847.8,
903017,,50,-23.006788,-43.312155,2023-07-26 04:02:06,0.0,,volta,50 - SENTIDO T. OLIMPICO (PARADOR) [VOLTA],44886.0,99.0
903018,,38,-22.876658,-43.334465,2023-07-26 04:02:21,43.7,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],11249.0,335.0
903024,,38,-22.930582,-43.373267,2023-07-26 04:02:13,58.8,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],37989.0,172.0
903025,,50,-22.943068,-43.372557,2023-07-26 04:02:21,49.5,,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],39437.9,174.0
903013,,42,-22.877845,-43.336384,2023-07-26 04:02:16,0.0,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],44455.7,27.0
901060,,41,-22.861021,-43.398363,2023-07-26 04:01:46,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],24762.9,239.0
903063,,17,-22.920228,-43.608154,2023-07-26 04:02:08,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],21497.7,135.0
902117,,31,-22.876383,-43.329882,2023-07-26 04:02:16,0.0,,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],10234.6,
903033,,38,-22.876593,-43.329725,2023-07-26 04:02:06,0.0,,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],36550.7,
902020,,46,-23.000724,-43.367649,2023-07-26 03:48:03,0.0,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],31610.5,86.0
902022,,46,-23.001201,-43.364874,2023-07-26 04:02:15,0.0,,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],30753.3,89.0
902056,,43,-23.000623,-43.366237,2023-07-26 04:02:24,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],34615.2,
902028,,46,-22.972906,-43.385883,2023-07-26 04:02:10,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],37568.8,140.0
12715,,10,-23.013159,-43.461583,2023-07-26 04:02:25,59.2,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],42338.8,74.0
901062,,51,-22.96535,-43.39569,2023-07-26 04:02:07,54.7,,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],46898.5,37.0
E902000,,41,-22.854785,-43.25214,2023-07-26 04:02:09,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],10383.6,
901067,,22,-22.881544,-43.399845,2023-07-26 04:02:08,59.4,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],41736.9,9.0
12713,,11,-22.916228,-43.613802,2023-07-26 04:02:10,56.8,,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],35221.0,286.0
902062,,46,-22.973334,-43.369194,2023-07-26 04:02:10,57.6,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],33261.699,90.0
902048,,46,-22.916259,-43.361859,2023-07-26 04:02:22,34.3,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],23943.1,213.0
902058,,46,-22.854551,-43.251365,2023-07-26 04:02:14,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],34574.7,
902102,,35,-22.876412,-43.329745,2023-07-26 03:02:20,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],12378.2,
902052,,46,-22.951322,-43.373855,2023-07-26 04:02:19,48.2,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],35605.7,220.0
902050,,43,-22.854491,-43.251063,2023-07-26 04:02:16,0.0,,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],31239.9,
902051,,46,-22.854457,-43.251605,2023-07-26 04:02:10,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],32982.699,
902067,,41,-22.854418,-43.25201,2023-07-26 04:02:19,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],34072.7,
901078,,52,-22.964491,-43.391627,2023-07-26 03:01:57,0.0,,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],33603.6,
901098,,40,-22.989741,-43.417991,2023-07-26 04:02:15,51.7,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],27267.4,232.0
901079,,40,-22.965148,-43.391812,2023-07-26 04:02:09,0.0,,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],44035.0,
901070,,52,-22.889228,-43.400858,2023-07-26 04:02:12,59.1,,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],40468.0,355.0
902080,,43,-22.854404,-43.252042,2023-07-26 04:02:05,0.0,,volta,43 - SANTA EFIGENIA X FUNDÃO (EXPRESSO) [VOLTA],34337.1,
902065,,46,-22.854542,-43.251578,2023-07-26 04:02:23,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],35355.3,
902071,,46,-22.840327,-43.297151,2023-07-26 04:02:20,52.1,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],35911.1,227.0
E902001,,41,-22.854365,-43.252213,2023-07-26 04:02:04,0.0,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],20869.4,
902069,,46,-22.851986,-43.262776,2023-07-26 04:02:05,58.8,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],32567.1,324.0
903068,,17,-22.918962,-43.682379,2023-07-26 03:59:56,0.4,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],20718.3,16.0
901097,,52,-23.001057,-43.366038,2023-07-26 03:01:57,0.0,,volta,52 - SENTIDO V. MILITAR (PARADOR) [VOLTA],35652.9,
903062,,17,-22.918995,-43.607695,2023-07-26 03:22:44,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],20171.8,
902089,,35,-22.876515,-43.329905,2023-07-26 04:02:17,0.0,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],9751.9,89.0
903051,,50,-23.003232,-43.324305,2023-07-26 04:02:10,43.3,,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],31043.5,113.0
902055,,46,-22.854357,-43.252214,2023-07-26 04:02:09,0.0,,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],11.0,
903044,,42,-22.86765,-43.334856,2023-07-26 04:02:08,43.1,,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],29183.8,11.0
903036,,17,-22.920103,-43.607554,2023-07-26 04:02:24,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],156819.6,260.0
903040,,17,-22.918311,-43.682951,2023-07-26 04:02:17,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],18446.5,323.0
903069,,17,-22.907287,-43.574907,2023-07-26 04:02:17,16.3,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],22393.5,71.0
902042,,41,-22.987519,-43.365853,2023-07-26 04:02:06,58.3,,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],31909.5,180.0
903049,,17,-22.916897,-43.60714,2023-07-26 04:02:11,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],23298.4,1.0
903038,,17,-22.919083,-43.682291,2023-07-26 04:02:17,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],26518.9,326.0
903053,,17,-22.918748,-43.682418,2023-07-26 04:02:24,0.0,,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],21442.2,
12732,,18,-22.918915,-43.607265,2023-07-26 04:02:17,0.0,,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],25670.8,
902096,,35,-22.878821,-43.336309,2023-07-26 04:02:13,13.7,,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],14201.0,348.0
44706,LRG8855,12,-23.005644,-43.432911,2023-07-26 04:02:16,0.0,,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],21842.8,
901006,RJA9F56,22,-23.000758,-43.366387,2023-07-26 04:03:13,0.0,,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],19377.1,
901004,RJQ8J80,53,-23.000675,-43.365456,2023-07-26 04:03:13,0.0,,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],21425.9,
30504,,25,-23.001122,-43.417971,2023-07-26 04:03:13,33.4,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],53619.0,65.0
47031,KYW5240,20,-22.992461,-43.598487,2023-07-26 04:03:17,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],50882.4,
30538,KXE7719,20,-22.92475,-43.679194,2023-07-26 04:03:09,53.4,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],55844.3,174.0
50309,KPN6B05,12,-22.992942,-43.598067,2023-07-26 04:03:10,0.0,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],20066.9,133.0
30532,KYL8599,12,-22.916376,-43.60761,2023-07-26 04:03:18,9.2,,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],41734.7,261.0
13403,LTF5447,10,-22.916344,-43.607187,2023-07-26 04:03:11,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],53234.6,272.0
47030,LSQ5263,20,-22.918577,-43.682797,2023-07-26 04:03:09,0.0,,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],53763.3,321.0
30519,LRE9804,11,-22.920074,-43.608092,2023-07-26 04:03:20,0.0,,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],51494.8,
90005,KWK6A89,10,-23.000714,-43.366069,2023-07-26 04:03:14,0.0,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],49795.4,87.0
30518,KYL8597,25,-23.002188,-43.571843,2023-07-26 04:03:14,59.4,,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],37087.9,104.0
902090,,35,-23.001359,-43.366022,2023-07-26 04:03:10,0.0,,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],15054.8,
86885,LTB5540,14,-22.919014,-43.607023,2023-07-26 04:03:21,0.0,,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],514714.4,
12738,KRR2404,10,-23.000667,-43.366704,2023-07-26 04:03:15,20.4,,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],37367.6,337.0
